VOLKRAJ;KSTRANA;PORCISLO;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;POCHLASU;POCPROC;POCPROCVSE;MANDAT;PORADIMAND;PORADINAHR
8;14;20;"aneta";"Matulová";"";"";22;"mateøská dovolená";"Mutìnice";586412;99;1173;"A";4;0;1.24;"N";0;0
8;15;1;"Martin";"Jiránek";"Ing.";"";39;"krajskı zastupitel, zastupitel mìsta Trutnov";"Trutnov";579025;720;720;"A";1907;6.37;6.37;"A";1;0
8;15;2;"Pavel";"Bulíèek";"Bc.";"";29;"softwarovı konzultant, dobrovolnı hasiè";"Hradec Králové";569810;720;720;"A";1426;0;4.76;"N";0;1
8;15;3;"Roman";"Kuèera";"Ing.";"";53;"servisní technik";"Praha";1;720;720;"A";489;0;1.63;"N";0;2
8;15;4;"Zdeòka";"Rudolfová";"Mgr.";"";64;"speciální pedagoka, psycholoka";"Novı Bydov";570508;99;720;"A";751;0;2.5;"N";0;3
8;15;5;"Vít";"Šimral";"PhDr. Mgr.";"LL.B., Ph.D.et Ph.D.";31;"vysokoškolskı pedagog, skaut";"Praha";1;720;720;"A";1457;0;4.86;"N";0;4
8;15;6;"Kateøina";"Hùlková";"Bc.";"";30;"propagaèní grafièka, webdesignerka";"Trutnov";579025;99;720;"A";652;0;2.17;"N";0;5
8;15;7;"Irena";"Šimralová";"Mgr.";"";60;"uèitelka, lektorka spoleèného vzdìlávání";"Jièín";572659;99;720;"A";453;0;1.51;"N";0;6
8;15;8;"Stanislav";"Štipl";"Bc.";"";28;"programátor webovıch aplikací";"Hradec Králové";569810;720;720;"A";552;0;1.84;"N";0;7
8;15;9;"Jarmila";"Jemelíková";"";"";51;"podnikatelka, majitelka ekofarmy";"Libošovice";573116;99;720;"A";416;0;1.38;"N";0;8
8;15;10;"Tomáš";"Pernica";"";"";35;"podnikatel";"Stárkov";574465;99;720;"A";165;0;.55;"N";0;9
8;15;11;"Pavel";"Králíèek";"";"";25;"podnikatel, student";"Trutnov";579025;720;720;"A";342;0;1.14;"N";0;10
8;15;12;"Adam";"Voltr";"";"";28;"obchodní manaer";"Jaromìø";574121;99;720;"A";212;0;.7;"N";0;11
8;15;13;"Alexander";"Salák";"";"";58;"nezávislı badatel";"Hradec Králové";569810;99;720;"A";367;0;1.22;"N";0;12
8;15;14;"Adam";"Valenta";"";"";34;"podnikatel v IT";"Trutnov";579025;720;720;"A";222;0;.74;"N";0;13
8;15;15;"Adam";"Tuèek";"Mgr.";"";25;"uèitel na gymnáziu";"Trutnov";579025;99;720;"A";439;0;1.46;"N";0;14
8;15;16;"Jana";"Paprskárová";"";"";55;"šéfkuchaøka";"Hradec Králové";569810;720;720;"A";172;0;.57;"N";0;15
8;15;17;"Petr";"Nìmeèek";"Bc.";"";31;"IT specialista";"Trutnov";579025;720;720;"A";252;0;.84;"N";0;16
8;15;18;"Otakar";"Petr";"";"";34;"lifehacker, renovátor";"Hradec Králové";569810;720;720;"A";231;0;.77;"N";0;17
8;15;19;"Erika";"Hysková";"";"";22;"studentka VOŠZ";"Mostek";579556;720;720;"A";305;0;1.01;"N";0;18
8;15;20;"Pavel";"Volk";"";"";44;"podnikatel";"Trutnov";579025;99;720;"A";236;0;.78;"N";0;19
8;19;1;"Pavel";"Chleborád";"";"";45;"èlen pøedsednictva hnutí, podnikatel";"Praha";1;1178;1178;"A";8;0;2.89;"N";0;0
8;19;2;"Nikola";"Krstev";"Ing.";"";39;"podnikatel";"Praha";1;99;1178;"A";4;0;1.44;"N";0;0
8;19;3;"Petr";"Halmel";"";"";49;"elektrotechnik";"Hynèice";574163;99;1178;"A";5;0;1.81;"N";0;0
8;19;4;"Jaroslav";"Král";"Ing.";"";68;"dùchodce";"Kopidlno";573060;99;1178;"A";4;0;1.44;"N";0;0
8;19;5;"Filip";"ïárskı";"";"";39;"podnikatel";"Náchod";573868;99;1178;"A";6;0;2.17;"N";0;0
8;19;6;"Jan";"Schuma";"Mgr.";"";33;"projektovı manaer";"Nové Mìsto nad Metují";574279;99;1178;"A";10;0;3.62;"N";0;0
8;19;7;"Michal";"Malı";"";"";23;"student";"Hradec Králové";569810;99;1178;"A";3;0;1.08;"N";0;0
8;19;8;"Petr";"Pavel";"";"";22;"CNC operátor";"Hradec Králové";569810;99;1178;"A";5;0;1.81;"N";0;0
8;19;9;"Roman";"Hrdina";"";"";25;"student";"Hradec Králové";569810;99;1178;"A";0;0;0;"N";0;0
8;19;10;"Petra";"Pavlová";"";"";43;"úèetní";"Hradec Králové";569810;99;1178;"A";8;0;2.89;"N";0;0
8;19;11;"Josef";"Novák";"";"";77;"dùchodce";"Litomyšl";578347;99;1178;"A";4;0;1.44;"N";0;0
8;19;12;"Jiøí";"Nechvíle";"";"";50;"automechanik";"Janov";578134;99;1178;"A";3;0;1.08;"N";0;0
8;19;13;"Josef";"Vodièka";"";"";72;"dùchodce";"Hartmanice";578037;99;1178;"A";0;0;0;"N";0;0
8;19;14;"Ivan";"Drdaj";"";"";52;"finanèní poradce";"Vraclav";581151;99;1178;"A";1;0;.36;"N";0;0
8;19;15;"Lenka";"Sokolová";"";"";63;"ivnostnice";"Vysoké Mıto";581186;99;1178;"A";3;0;1.08;"N";0;0
8;19;16;"Josef";"Pechanec";"";"";23;"skladník";"Osík";578509;99;1178;"A";2;0;.72;"N";0;0
8;19;17;"Petra";"Kvapilová";"";"";43;"zamìstnanec";"Oldøiš";578479;99;1178;"A";4;0;1.44;"N";0;0
8;19;18;"Ilona";"Lišková";"";"";51;"uèitelka";"Osová Bítıška";596345;99;1178;"A";1;0;.36;"N";0;0
8;19;19;"Dagmar";"Brydlová";"";"";46;"prodavaèka";"Litomyšl";578347;99;1178;"A";2;0;.72;"N";0;0
8;19;20;"Leonard";"Pešina";"";"";22;"sváøeè";"Skuteè";572241;99;1178;"A";4;0;1.44;"N";0;0
8;20;1;"Leoš";"Heger";"doc. MUDr.";"CSc.";69;"lékaø a poslanec Parlamentu ÈR";"Hradec Králové";569810;721;721;"A";2446;17.09;17.09;"N";0;0
8;20;2;"Kateøina";"Jelínková";"Mgr.";"";46;"lékárnice, majitelka lékárny";"Hradec Králové";569810;721;721;"A";618;0;4.31;"N";0;0
8;20;3;"Aleš";"Cabicar";"Ing.";"";51;"námìstek hejtmana, øeditel CIAF";"Náchod";573868;721;721;"A";630;0;4.4;"N";0;0
8;20;4;"Jiøí";"Oliva";"doc. Ing.";"Ph.D.";65;"vysokoškolskı uèitel";"Oucmanice";580741;721;721;"A";469;0;3.27;"N";0;0
8;20;5;"Petr";"Hrubı";"";"";44;"starosta obce Vítìzná";"Vítìzná";579815;795;721;"A";322;0;2.25;"N";0;0
8;20;6;"Zdenìk";"Švorc";"Ing.";"";51;"starosta obce Staré Hrady";"Staré Hrady";530735;721;721;"A";190;0;1.32;"N";0;0
8;20;7;"Radek";"Zapletal";"Mgr.";"";45;"jednatel spoleènosti v oblasti BOZP a PO";"Velkı Vøešov";579793;721;721;"A";92;0;.64;"N";0;0
8;20;8;"Jan";"Grulich";"Mgr.";"";42;"øeditel ZŠ a MŠ Trivium Plus v Dobøanech";"Sedloòov";576743;721;721;"A";406;0;2.83;"N";0;0
8;20;9;"Libor";"Seneta";"MUDr.";"";45;"lékaø záchranné sluby";"Dvùr Králové nad Labem";579203;721;721;"A";350;0;2.44;"N";0;0
8;20;10;"Jan";"Balcar";"Mgr.";"Ph.D.";42;"øeditel MAS Království - Jestøebí hory, o. p. s.";"Libòatov";579475;795;721;"A";309;0;2.15;"N";0;0
8;20;11;"Rostislav";"Petrák";"Ing.";"";40;"starosta mìsta Èervenı Kostelec";"Èervenı Kostelec";573965;721;721;"A";305;0;2.13;"N";0;0
8;20;12;"Eva";"Víšková";"";"";65;"èlenka sportovní komise statutárního mìsta HK";"Hradec Králové";569810;721;721;"A";189;0;1.32;"N";0;0
8;20;13;"Adolf";"Klepš";"";"";53;"náèelník Horské sluby ÈR,o. p. s. oblast Krkonoše";"Špindlerùv Mlın";579742;99;721;"A";242;0;1.69;"N";0;0
8;20;14;"Lubor";"Jenèek";"Ing.";"";41;"starosta mìsta Sobotka";"Sobotka";573493;99;721;"A";179;0;1.25;"N";0;0
8;20;15;"Silvie";"Šidáková";"MUDr.";"";49;"primáøka rehabilitaèního oddìlení, radní mìsta";"Trutnov";579025;721;721;"A";368;0;2.57;"N";0;0
8;20;16;"Milan";"Sommer";"Ing.";"";60;"ekonom, radní mìsta HK, krajskı zastupitel";"Hradec Králové";569810;721;721;"A";121;0;.84;"N";0;0
8;20;17;"Jiøí";"Hradeckı";"Ing.";"";60;"starosta mìsta Janské Láznì";"Janské Láznì";579351;99;721;"A";170;0;1.18;"N";0;0
8;20;18;"Ervín";"Perthen";"JUDr.";"MBA";44;"advokát";"Hradec Králové";569810;99;721;"A";218;0;1.52;"N";0;0
8;20;19;"Petr";"Náhlovskı";"Ing. Mgr.";"";33;"právník";"Hradec Králové";569810;55;721;"A";264;0;1.84;"N";0;0
8;20;20;"Petr";"Vošoust";"";"";46;"vedoucí autoservisu, instruktor odborného vıcviku";"Hradec Králové";569810;721;721;"A";232;0;1.62;"N";0;0
8;21;1;"Klára";"Dostálová";"Ing.";"";46;"námìstkynì Ministerstva pro místní rozvoj";"Hoøice";572926;99;768;"A";5237;5.91;5.91;"A";1;0
8;21;2;"Pavel";"Plzák";"MUDr.";"";57;"lékaø, poslanec PSP ÈR";"Trutnov";579025;768;768;"A";2526;0;2.85;"A";4;0
8;21;3;"Petr";"Sadovskı";"";"";48;"místostarosta Dobrušky";"Dobruška";576271;768;768;"A";1864;0;2.1;"A";5;0
8;21;4;"Eva";"Matyášová";"MUDr.";"";58;"lékaøka";"Hradec Králové";569810;768;768;"A";2437;0;2.75;"N";0;1
8;21;5;"Petr";"Koleta";"";"";49;"ivnostník";"Hronov";574082;768;768;"A";988;0;1.11;"N";0;2
8;21;6;"Jiøí";"Mašek";"MUDr.";"";59;"záchranáø,øeditel Královéhradecké záchranné sluby";"Hradec Králové";569810;768;768;"A";4803;5.42;5.42;"A";3;0
8;21;7;"Darina";"Kricnarová";"";"";43;"starostka Lhoty pod Hoøièkami, manaerka KH ANO";"Lhota pod Hoøièkami";574180;768;768;"A";1473;0;1.66;"N";0;3
8;21;8;"Miroslav";"Kodydek";"";"";52;"ivnostník";"Jièín";572659;768;768;"A";1198;0;1.35;"N";0;4
8;21;9;"Monika";"Štayrová";"Ing.";"";54;"kontrolorka Nejvyššího kontrolního úøadu";"Hradec Králové";569810;768;768;"A";1626;0;1.83;"N";0;5
8;21;10;"Tereza";"Štìpánová";"Mgr.";"";33;"knihovnice";"Dobruška";576271;768;768;"A";1459;0;1.64;"N";0;6
8;21;11;"Stanislav";"Friedrich";"";"";57;"invalidní dùchodce";"Trutnov";579025;768;768;"A";598;0;.67;"N";0;7
8;21;12;"Vìra";"Pourová";"JUDr.";"";59;"právník spoleènosti";"Hradec Králové";569810;768;768;"A";965;0;1.08;"N";0;8
8;21;13;"Jana";"Berkovcová";"Mgr.";"";47;"vedoucí metodik pro vzdìlávání, Národní institut";"Nové Mìsto nad Metují";574279;768;768;"A";862;0;.97;"N";0;9
8;21;14;"František";"Bárta";"RNDr.";"";54;"ivnostník";"Syrovátka";571008;768;768;"A";440;0;.49;"N";0;10
