row_id,first_name,last_name,titles,highest_titles,gender,approx_birth_year,occupation,residence,region,nominate_party,member_party,party,abs_votes,pct_votes,rank,mandate
2100,Zdeňka,Šepsová,Mgr.,Master,Female,1957,"starostka Dubé, učitelka",Dubá,Liberecký kraj,SLK,BEZPP,Starostové pro Liberecký kraj,191,1.06,-,9
2101,Jana,Švehlová,,No title,Female,1970,"starostka Proseče p.J.,ekonom.",Proseč pod Ještědem,Liberecký kraj,SLK,SLK,Starostové pro Liberecký kraj,437,2.44,-,4
2102,Lidmila,Tomíčková,,No title,Female,1943,starostka Modřišic,Modřišice,Liberecký kraj,SLK,BEZPP,Starostové pro Liberecký kraj,117,0.65,-,33
2103,Jaroslav,Vančura,,No title,Male,1963,vedoucí expedice,Frýdlant,Liberecký kraj,SLK,BEZPP,Starostové pro Liberecký kraj,171,0.95,-,20
2104,Jiří,Vosecký,,No title,Male,1951,"starosta Okrouhlé, sklář",Okrouhlá,Liberecký kraj,SLK,SLK,Starostové pro Liberecký kraj,592,3.31,-,2
2105,Pavel,Žur,Mgr.,Master,Male,1966,"ředitel divadla, sbormistr",Jablonec nad Nisou,Liberecký kraj,SLK,BEZPP,Starostové pro Liberecký kraj,1119,6.25,*,7
2106,Eduard,Bauer,Ing.,Master,Male,1971,ředitel pobočky peněž. ústavu,Valašské Meziříčí,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,59,0,NA,NA
2107,Petr,Beníček,,No title,Male,1982,jednatel obchodní společnosti,Nezdenice,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,13,0,NA,NA
2108,Jaromír,Blažek,,No title,Male,1973,starosta obce Halenkovice,Halenkovice,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,97,0,NA,NA
2109,Renata,Burďáková,,No title,Female,1963,vedoucí referátu kontroly ÚP,Uherské Hradiště,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,48,0,NA,NA
2110,Jaromír,Čáp,,No title,Male,1955,starosta obce Pašovice,Pašovice,Zlínský kraj,SN,BEZPP,Koalice nestraníků,22,0,NA,NA
2111,Miroslav,Doležel,,No title,Male,1958,chovatel exotického ptactva,Morkovice-Slížany,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,13,0,NA,NA
2112,Josef,Dvorský,,No title,Male,1958,tiskař,Otrokovice,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,16,0,NA,NA
2113,Rostislav,Gargulák,Ing.,Master,Male,1968,předseda kontr. výb. Zast. ZK,Valašské Klobouky,Zlínský kraj,SN,BEZPP,Koalice nestraníků,224,0,NA,NA
2114,Tomáš,Gregor,,No title,Male,1971,"živnostník, IT specialista",Zlín,Zlínský kraj,SN,BEZPP,Koalice nestraníků,46,0,NA,NA
2115,Josef,Hampl,Ing.,Master,Male,1953,generální ředitel Zálesí a. s.,Pozlovice,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,66,0,NA,NA
2116,Ilona,Herodesová,Mgr.,Master,Female,1955,učitelka základní školy,Hulín,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,21,0,NA,NA
2117,Klára,Hodaňová,Ing.,Master,Female,1971,náměstkyně řed.Národ.pam.ústav,Kroměříž,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,115,0,NA,NA
2118,Lenka,Holíková,,No title,Female,1985,mateřská dovolená,Zlín,Zlínský kraj,SN,BEZPP,Koalice nestraníků,19,0,NA,NA
2119,Kamil,Horák,Mgr.,Master,Male,1971,zást. řed. Centra pro seniory,Holešov,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,80,0,NA,NA
2120,David,Hradil,,No title,Male,1977,ředitel obchodní společnosti,Vizovice,Zlínský kraj,SN,BEZPP,Koalice nestraníků,9,0,NA,NA
2121,Rudolf,Chmelař,,No title,Male,1958,předs. Sdružení podnikatelů ZK,Zlín,Zlínský kraj,SN,BEZPP,Koalice nestraníků,168,0,NA,NA
2122,Eva,Jurásková,,No title,Female,1963,referentka studij. odd. SOU,Uherský Brod,Zlínský kraj,SN,BEZPP,Koalice nestraníků,17,0,NA,NA
2123,Alexandr,Kalmus,Mgr.,Master,Male,1960,obchodní manažer,Staré Město,Zlínský kraj,SN,BEZPP,Koalice nestraníků,19,0,NA,NA
2124,Jana,Kasalová,Ing.,Master,Female,1961,majitelka pekařství Val.frg.,Velké Karlovice,Zlínský kraj,SN,BEZPP,Koalice nestraníků,160,0,NA,NA
2125,Milan,Komínek,,No title,Male,1956,předs. obč. sdr. Stop vandalům,Kroměříž,Zlínský kraj,SN,BEZPP,Koalice nestraníků,226,0,NA,NA
2126,Ivan,Kovalčík,Ing.,Master,Male,1958,ředitel městské polikliniky,Valašské Klobouky,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,81,0,NA,NA
2127,Renata,Krutáková,,No title,Female,1970,ekonomka,Morkovice-Slížany,Zlínský kraj,SN,BEZPP,Koalice nestraníků,50,0,NA,NA
2128,Ivana,Lacková,Mgr.,Master,Female,1966,ředitelka dětského domova UH,Kunovice,Zlínský kraj,SN,BEZPP,Koalice nestraníků,194,0,NA,NA
2129,Josef,Lukáš,,No title,Male,1968,vedoucí oddělení diagnostiky,Vsetín,Zlínský kraj,SN,BEZPP,Koalice nestraníků,116,0,NA,NA
2130,Ladislav,Máčala,,No title,Male,1953,dřevař,Slavičín,Zlínský kraj,SN,BEZPP,Koalice nestraníků,30,0,NA,NA
2131,Michal,Mareček,,No title,Male,1980,živnostník,Dolní Němčí,Zlínský kraj,SN,BEZPP,Koalice nestraníků,21,0,NA,NA
2132,Karel,Miklas,,No title,Male,1960,logistik,Zlín,Zlínský kraj,SN,BEZPP,Koalice nestraníků,14,0,NA,NA
2133,Oldřiška,Miklasová,,No title,Female,1977,dělnice,Vlachovice,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,19,0,NA,NA
2134,Petr,Mrázek,,No title,Male,1976,výkonný ředitel obchod. spol.,Holešov,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,7,0,NA,NA
2135,Vlastislav,Navrátil,,No title,Male,1968,člen Rady města Val.Meziříčí,Valašské Meziříčí,Zlínský kraj,SN,BEZPP,Koalice nestraníků,155,0,NA,NA
2136,Radmila,Olšanská,Ing.,Master,Female,1953,prac. obecního úřadu Zdounky,Kroměříž,Zlínský kraj,SN,BEZPP,Koalice nestraníků,10,0,NA,NA
2137,Martin,Pala,Ing. MBA,Master,Male,1963,vysokoškolský pedagog,Vsetín,Zlínský kraj,SN,BEZPP,Koalice nestraníků,194,0,NA,NA
2138,Petr,Pálka,Mgr.,Master,Male,1971,historik,Kroměříž,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,96,0,NA,NA
2139,Jarmila,Pokorná,JUDr.,Doctor,Female,1951,právnička Centra pro seniory,Holešov,Zlínský kraj,SN,BEZPP,Koalice nestraníků,283,0,NA,NA
2140,Josef,Polášek,prof. Ing. Ph.D.,Professor,Male,1948,vysokoškolský pedagog,Zlín,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,168,0,NA,NA
2141,Drahomíra,Polínková,,No title,Female,1959,terapeutka,Tečovice,Zlínský kraj,SN,BEZPP,Koalice nestraníků,9,0,NA,NA
2142,Jindřich,Popelka,Ing.,Master,Male,1974,projektant,Strání,Zlínský kraj,SN,BEZPP,Koalice nestraníků,36,0,NA,NA
2143,Věra,Romanová,,No title,Female,1960,dělnice,Bohuslavice nad Vláří,Zlínský kraj,SN,BEZPP,Koalice nestraníků,9,0,NA,NA
2144,Vladimír,Salčák,,No title,Male,1959,divadelní režisér,Uherské Hradiště,Zlínský kraj,SN,BEZPP,Koalice nestraníků,87,0,NA,NA
2145,Miroslav,Šamánek,,No title,Male,1947,hudebník,Morkovice-Slížany,Zlínský kraj,SN,BEZPP,Koalice nestraníků,12,0,NA,NA
2146,Jiří,Škrabal,MUDr.,Doctor,Male,1968,"lékař, ortoped",Napajedla,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,103,0,NA,NA
2147,Lubomír,Traub,BA,Bachelor,Male,1969,ředitel pobočky pojišť. ústavu,Zlín,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,22,0,NA,NA
2148,Eduard,Valenta,,No title,Male,1947,starosta obce Zástřizly,Zástřizly,Zlínský kraj,SN,BEZPP,Koalice nestraníků,25,0,NA,NA
2149,Martin,Vašek,,No title,Male,1987,logistik,Zlín,Zlínský kraj,SN,BEZPP,Koalice nestraníků,5,0,NA,NA
2150,Jarmila,Viznerová,,No title,Female,1950,členka zastupitelstva města,Holešov,Zlínský kraj,SN,BEZPP,Koalice nestraníků,84,0,NA,NA
2151,Pavel,Volčík,MUDr.,Doctor,Male,1950,"lékař, neurolog",Vsetín,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,187,0,NA,NA
2152,Milan,Vybíral,Ing.,Master,Male,1970,místostarosta města Napajedla,Napajedla,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,163,0,NA,NA
2153,Jan,Zahradník,Mgr.,Master,Male,1979,"vedoucí K-centra, SŠ pedagog",Kroměříž,Zlínský kraj,SN,BEZPP,Koalice nestraníků,92,0,NA,NA
2154,Petr,Zakopal,Ing.,Master,Male,1963,vedoucí odb. ŽP MÚ Otrokovice,Otrokovice,Zlínský kraj,Nestran.,BEZPP,Koalice nestraníků,94,0,NA,NA
2155,Tomáš,Zatloukal,Mgr.,Master,Male,1969,poslanec Evropského parlamentu,Napajedla,Zlínský kraj,SN,BEZPP,Koalice nestraníků,956,0,NA,NA
2156,Tomáš,Fiala,Prof.PhDr CSc.,Professor,Male,1933,emeritní prof. Univerzity JEP,Ústí nad Labem,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,42,0,NA,NA
2157,Helga,Hradecká,Mgr.,Master,Female,1941,ředitelka cestovní kanceláře,Ústí nad Labem,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,15,0,NA,NA
2158,Petr,Klíma,Ing.,Master,Male,1970,inž.žel.dopravy-ved.prov.odd,Litoměřice,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,13,0,NA,NA
2159,Anna,Kodysová,Ing. MBA,Master,Female,1958,ředitelka kanceláře GŘ,Litoměřice,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,34,0,NA,NA
2160,Alena,Králová,,No title,Female,1961,účetní,Litoměřice,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,6,0,NA,NA
2161,Annemarie,Králová,Mgr.,Master,Female,1931,učitelka,Děčín,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,16,0,NA,NA
2162,Veronika,Lánská,,No title,Female,1978,operátorka zákaznického centra,Litoměřice,Ústecký kraj,MDS,MDS,Masarykova demokratická strana,10,0,NA,NA
2163,Rudolf,Matura,,No title,Male,1952,stavař,Litoměřice,Ústecký kraj,MDS,MDS,Masarykova demokratická strana,5,0,NA,NA
2164,Rostislav,Mazánek,,No title,Male,1950,zaměstnanec,Terezín,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,8,0,NA,NA
2165,Zdeněk,Musil,,No title,Male,1950,stavař,Litoměřice,Ústecký kraj,MDS,MDS,Masarykova demokratická strana,8,0,NA,NA
2166,Jan,Novák,,No title,Male,1954,zást.ředitele ZUŠ,Litoměřice,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,32,0,NA,NA
2167,Martina,Nováková,,No title,Female,1979,obchodní referentka,Litoměřice,Ústecký kraj,MDS,MDS,Masarykova demokratická strana,8,0,NA,NA
2168,Pavel,Páral,MUDr.,Doctor,Male,1939,primář,Ústí nad Labem,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,46,0,NA,NA
2169,Miroslava,Pištěcká,,No title,Female,1945,zdravotní sestra,Trnovany,Ústecký kraj,MDS,MDS,Masarykova demokratická strana,11,0,NA,NA
2170,Vladimír,Podzimek,Ing.,Master,Male,1938,inženýr elektro,Děčín,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,16,0,NA,NA
2171,Jiří,Sekyra,Mgr.,Master,Male,1950,učitel,Litoměřice,Ústecký kraj,MDS,MDS,Masarykova demokratická strana,25,0,NA,NA
2172,Pavel,Šimberský,,No title,Male,1972,učitel hudby,Litoměřice,Ústecký kraj,MDS,MDS,Masarykova demokratická strana,38,0,NA,NA
2173,Dana,Ušalová,,No title,Female,1953,inž.železniční dopravy,Litoměřice,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,10,0,NA,NA
2174,Jan,Venzhöfer,,No title,Male,1985,student ČVUT,Děčín,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,19,0,NA,NA
2175,Otomar,Venzhöfer,Ing.,Master,Male,1938,dopravní inženýr-předseda MDS,Litoměřice,Ústecký kraj,MDS,MDS,Masarykova demokratická strana,28,0,NA,NA
2176,Lucie,Vlčková,,No title,Female,1981,provozní vedoucí,Lovosice,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,16,0,NA,NA
2177,Eva,Weigelová,,No title,Female,1939,technička geodézie a kartograf,Děčín,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,3,0,NA,NA
2178,Milan,Zdvořák,Mgr.,Master,Male,1972,středoškolský profesor,Litoměřice,Ústecký kraj,MDS,MDS,Masarykova demokratická strana,26,0,NA,NA
2179,Zdeněk,Zeman,,No title,Male,1946,systémový specialista ČD,Louny,Ústecký kraj,MDS,BEZPP,Masarykova demokratická strana,7,0,NA,NA
2180,Tomáš,Adam,,No title,Male,1953,SZP terapeut,Mladá Boleslav,Středočeský kraj,SZ,SZ,Strana zelených,98,0,NA,NA
2181,Stanislav,Andres,Ing.,Master,Male,1951,soukromý zemědělec,Opočnice,Středočeský kraj,SZ,SZ,Strana zelených,54,0,NA,NA
2182,Bohumil,Bednář,Ing.,Master,Male,1963,IT specialista,Mladá Boleslav,Středočeský kraj,SZ,SZ,Strana zelených,80,0,NA,NA
2183,Pavel,Břicháček,Ing.,Master,Male,1963,technik,Mnichovo Hradiště,Středočeský kraj,SZ,SZ,Strana zelených,29,0,NA,NA
2184,Vladimír,Čáp,Ing.,Master,Male,1949,"písničkář, umělecký řezbář",Beroun,Středočeský kraj,SZ,BEZPP,Strana zelených,152,0,NA,NA
2185,Jiří,Čejka,Ing.,Master,Male,1954,"odborný poradce, místostarosta",Semčice,Středočeský kraj,SZ,SZ,Strana zelených,472,0,NA,NA
2186,Eva,Češpivová,,No title,Female,1972,"tlumočnice, lektorka",Kladno,Středočeský kraj,SZ,SZ,Strana zelených,133,0,NA,NA
2187,Václav,Čokrt,Ing.,Master,Male,1959,vodohospodář,Český Brod,Středočeský kraj,SZ,SZ,Strana zelených,190,0,NA,NA
2188,Robert,Drda,Bc.,Bachelor,Male,1968,podnikatel,Veltruby,Středočeský kraj,SZ,SZ,Strana zelených,410,0,NA,NA
2189,Jiří,Filip,,No title,Male,1986,student,Mladá Boleslav,Středočeský kraj,SZ,SZ,Strana zelených,100,0,NA,NA
2190,Michal,Fokt,Mgr.,Master,Male,1982,"historik, žurnalista",Český Brod,Středočeský kraj,SZ,SZ,Strana zelených,212,0,NA,NA
2191,Tomáš,Grindl,Mgr.,Master,Male,1948,učitel,Dolní Bousov,Středočeský kraj,SZ,BEZPP,Strana zelených,47,0,NA,NA
2192,Jan,Haleňák,Ing.,Master,Male,1962,státní zaměstnanec,Spomyšl,Středočeský kraj,SZ,BEZPP,Strana zelených,15,0,NA,NA
2193,Radovan,Holý,,No title,Male,1983,administrativní pracovník,Kolín,Středočeský kraj,SZ,SZ,Strana zelených,57,0,NA,NA
2194,Tomáš,Hron,Ing.,Master,Male,1972,logistik,Hostivice,Středočeský kraj,SZ,SZ,Strana zelených,60,0,NA,NA
2195,David,Hynek,,No title,Male,1975,osoba sam. výdělečně činná,Svatý Mikuláš,Středočeský kraj,SZ,SZ,Strana zelených,38,0,NA,NA
2196,Šárka,Chmelařová,DiS.,No title,Female,1985,studentka,Kutná Hora,Středočeský kraj,SZ,SZ,Strana zelených,50,0,NA,NA
2197,Blanka,Chýlová,,No title,Female,1960,zdravotní sestra,Heřmaničky,Středočeský kraj,SZ,SZ,Strana zelených,59,0,NA,NA
2198,Lenka,Jehličková,Ing.,Master,Female,1975,"ekonomka, auditorka",Kolín,Středočeský kraj,SZ,SZ,Strana zelených,78,0,NA,NA
2199,Klára,Jirásková,JUDr.,Doctor,Female,1967,lektorka cizích jazyků,Poděbrady,Středočeský kraj,SZ,SZ,Strana zelených,602,0,NA,NA
2200,Jiří,Kamínek,Mgr.,Master,Male,1948,tajemník městského úřadu,Kostelec nad Černými Lesy,Středočeský kraj,SZ,SZ,Strana zelených,42,0,NA,NA
2201,Josef,Kepl,,No title,Male,1971,technický asistent,Lipec,Středočeský kraj,SZ,SZ,Strana zelených,18,0,NA,NA
2202,Iva,Kofroňová,Ing.,Master,Female,1965,vedoucí kanceláře,Maršovice,Středočeský kraj,SZ,SZ,Strana zelených,209,0,NA,NA
2203,Ján,Krištiak,Mgr.,Master,Male,1944,geofyzik,Příbram,Středočeský kraj,SZ,SZ,Strana zelených,48,0,NA,NA
2204,Lubomír,Kubelka,Ing.,Master,Male,1956,poradce,Poděbrady,Středočeský kraj,SZ,SZ,Strana zelených,42,0,NA,NA
2205,Josef,Kuthan,,No title,Male,1955,obchodník,Hostivice,Středočeský kraj,SZ,SZ,Strana zelených,57,0,NA,NA
2206,Pavel,Kverek,,No title,Male,1959,osoba sam. výdělečně činná,Kněžmost,Středočeský kraj,SZ,BEZPP,Strana zelených,82,0,NA,NA
2207,Marek,Lempochner,Ing.,Master,Male,1975,arborista,Vlašim,Středočeský kraj,SZ,SZ,Strana zelených,144,0,NA,NA
2208,Petr,Ludvík,Ing.,Master,Male,1968,ekonomický poradce,Poděbrady,Středočeský kraj,SZ,SZ,Strana zelených,43,0,NA,NA
2209,Martin,Mach,Ing.,Master,Male,1968,starosta,Mšeno,Středočeský kraj,SZ,SZ,Strana zelených,125,0,NA,NA
2210,Josef,Majrych,Ak.,No title,Male,1962,výtvarník,Kralupy nad Vltavou,Středočeský kraj,SZ,SZ,Strana zelených,69,0,NA,NA
2211,Libuše,Marčenková,,No title,Female,1976,osoba sam. výdělečně činná,Mělník,Středočeský kraj,SZ,SZ,Strana zelených,35,0,NA,NA
2212,Radka,Matějovská,,No title,Female,1977,referentka,Kladno,Středočeský kraj,SZ,SZ,Strana zelených,22,0,NA,NA
2213,Václav,Matějovský,,No title,Male,1975,pracovník logistiky,Kladno,Středočeský kraj,SZ,SZ,Strana zelených,54,0,NA,NA
2214,Yvetta,Maturová,,No title,Female,1968,invalidní důchodce,Rašovice,Středočeský kraj,SZ,SZ,Strana zelených,36,0,NA,NA
2215,Vlastimil,Mrňák,MVDr.,Doctor,Male,1968,veterinární lékař,Mělník,Středočeský kraj,SZ,SZ,Strana zelených,75,0,NA,NA
2216,Antonín,Nepovím,,No title,Male,1936,důchodce,Kutná Hora,Středočeský kraj,SZ,SZ,Strana zelených,27,0,NA,NA
2217,Zita,Nidlová,Mgr.,Master,Female,1973,grantová poradkyně,Lysá nad Labem,Středočeský kraj,SZ,SZ,Strana zelených,124,0,NA,NA
2218,Marcela,Nováková,Mgr.,Master,Female,1966,učitelka,Mladá Boleslav,Středočeský kraj,SZ,BEZPP,Strana zelených,101,0,NA,NA
2219,František,Ohem,Ing.,Master,Male,1947,úředník,Mělník,Středočeský kraj,SZ,SZ,Strana zelených,26,0,NA,NA
2220,Václav,Petříček,RNDr.,Doctor,Male,1945,ekolog,Kosmonosy,Středočeský kraj,SZ,SZ,Strana zelených,594,0,NA,NA
2221,Miloslav,Podracký,,No title,Male,1957,elektrotechnik,Mladá Boleslav,Středočeský kraj,SZ,SZ,Strana zelených,18,0,NA,NA
2222,Ludmila,Pohlová,MUDr.,Doctor,Female,1967,lékařka,Poděbrady,Středočeský kraj,SZ,SZ,Strana zelených,116,0,NA,NA
2223,Pavel,Rosenbaum,Mgr.,Master,Male,1968,ředitel společnosti,Sulice,Středočeský kraj,SZ,SZ,Strana zelených,36,0,NA,NA
2224,Jan,Rydl,Mgr.,Master,Male,1949,osoba sam. výdělečně činná,Opočnice,Středočeský kraj,SZ,SZ,Strana zelených,16,0,NA,NA
2225,Jolana,Řapková,,No title,Female,1971,učitelka,Příbram,Středočeský kraj,SZ,BEZPP,Strana zelených,49,0,NA,NA
2226,Jiří,Sadílek,,No title,Male,1947,osoba sam. výdělečně činná,Rožmitál pod Třemšínem,Středočeský kraj,SZ,SZ,Strana zelených,85,0,NA,NA
2227,Milan,Sailer,Ing.,Master,Male,1963,ekonom,Beroun,Středočeský kraj,SZ,SZ,Strana zelených,156,0,NA,NA
2228,Petr,Skála,Ing.,Master,Male,1940,lesní inženýr,Louňovice pod Blaníkem,Středočeský kraj,SZ,SZ,Strana zelených,84,0,NA,NA
2229,Jaroslav,Smutný,MUDr.,Doctor,Male,1955,praktický lékař,Příbram,Středočeský kraj,SZ,SZ,Strana zelených,137,0,NA,NA
2230,Anna,Spěváčková,Mgr.,Master,Female,1944,důchodkyně,Neratovice,Středočeský kraj,SZ,SZ,Strana zelených,71,0,NA,NA
2231,Blanka,Studničná,RNDr.,Doctor,Female,1937,geolog,Příbram,Středočeský kraj,SZ,BEZPP,Strana zelených,63,0,NA,NA
2232,Jana,Süssmilchová,Ing.,Master,Female,1946,technik,Újezdec,Středočeský kraj,SZ,SZ,Strana zelených,15,0,NA,NA
2233,Alena,Šálová,Ing.,Master,Female,1959,podnikatelka,Příbram,Středočeský kraj,SZ,SZ,Strana zelených,553,0,NA,NA
2234,Bohumír,Šich,,No title,Male,1967,manažer,Kutná Hora,Středočeský kraj,SZ,SZ,Strana zelených,47,0,NA,NA
2235,Jiří,Šťástka,,No title,Male,1958,"starosta, podnikatel",Chotilsko,Středočeský kraj,SZ,BEZPP,Strana zelených,29,0,NA,NA
2236,Jarmila,Štolcová,Ing.,Master,Female,1981,produkční,Kladno,Středočeský kraj,SZ,SZ,Strana zelených,333,0,NA,NA
2237,Vladimír,Švihla,Doc. Ing. DrSc.,Associate Professor (docent),Male,1931,vědecký pracovník,Beroun,Středočeský kraj,SZ,BEZPP,Strana zelených,129,0,NA,NA
2238,Josef,Tomek,Mgr.,Master,Male,1957,zástupce ředitele,Lysá nad Labem,Středočeský kraj,SZ,SZ,Strana zelených,42,0,NA,NA
2239,Jakub,Trnobranský,,No title,Male,1988,student,Sedlec-Prčice,Středočeský kraj,SZ,SZ,Strana zelených,65,0,NA,NA
2240,Lukáš,Tůma,,No title,Male,1987,student,Rožmitál pod Třemšínem,Středočeský kraj,SZ,SZ,Strana zelených,124,0,NA,NA
2241,Alena,Valentová,,No title,Female,1958,manažerka,Kolín,Středočeský kraj,SZ,SZ,Strana zelených,20,0,NA,NA
2242,František,Verner,,No title,Male,1985,student,Kosmonosy,Středočeský kraj,SZ,SZ,Strana zelených,62,0,NA,NA
2243,Zdeněk,Veselský,,No title,Male,1960,podnikatel,Beroun,Středočeský kraj,SZ,BEZPP,Strana zelených,34,0,NA,NA
2244,Jan,Vošický,,No title,Male,1956,osoba sam. výdělečně činná,Loket,Středočeský kraj,SZ,SZ,Strana zelených,39,0,NA,NA
2245,Světlana,Zelenková,,No title,Female,1969,radiologický asistent,Kutná Hora,Středočeský kraj,SZ,SZ,Strana zelených,84,0,NA,NA
2246,Vladimír,Zubov,PhDr.,Doctor,Male,1956,výtvarník,Kutná Hora,Středočeský kraj,SZ,SZ,Strana zelených,349,0,NA,NA
2247,Marek,Anděl,,No title,Male,1972,podnikatel,Písek,Jihočeský kraj,SZ,SZ,Strana zelených,204,0,NA,NA
2248,Zuzana,Balounová,Ing. Ph.D.,Doctor,Female,1954,odborný asistent VŠ,České Budějovice,Jihočeský kraj,SZ,BEZPP,Strana zelených,27,0,NA,NA
2249,Eva,Bazalová,,No title,Female,1963,manažerka,České Budějovice,Jihočeský kraj,SZ,SOS,Strana zelených,14,0,NA,NA
2250,Karel,Beránek,,No title,Male,1962,obchodní zástupce,Vimperk,Jihočeský kraj,SZ,SOS,Strana zelených,18,0,NA,NA
2251,Jiří,Bloch,,No title,Male,1959,pracovník muzea,Český Krumlov,Jihočeský kraj,SZ,BEZPP,Strana zelených,63,0,NA,NA
2252,Petr,Bruncvik,Mgr.,Master,Male,1950,zaměstnanec Charity,Písek,Jihočeský kraj,SZ,SZ,Strana zelených,28,0,NA,NA
2253,Josef,Cepák,,No title,Male,1950,učitel - Biskupské gymnázium,České Budějovice,Jihočeský kraj,SZ,BEZPP,Strana zelených,183,0,NA,NA
2254,Petr,Cuřín,Ing.,Master,Male,1974,architekt,Třeboň,Jihočeský kraj,SZ,SZ,Strana zelených,56,0,NA,NA
2255,Milan,Čada,,No title,Male,1964,podnikatel v lesnictví,Třeboň,Jihočeský kraj,SZ,SZ,Strana zelených,58,0,NA,NA
2256,Jindřich,Čítek,doc. Ing. CSc.,Associate Professor (docent),Male,1959,vysokoškolský pedagog,České Budějovice,Jihočeský kraj,SZ,SZ,Strana zelených,152,0,NA,NA
2257,Petr,Drahoš,,No title,Male,1972,ekolog,Tábor,Jihočeský kraj,SZ,SZ,Strana zelených,83,0,NA,NA
2258,Martin,Frejlach,Ing.,Master,Male,1967,realitní makléř,Třeboň,Jihočeský kraj,SZ,SZ,Strana zelených,13,0,NA,NA
2259,Jiřina,Furišová,,No title,Female,1963,dělnice,Větřní,Jihočeský kraj,SZ,SZ,Strana zelených,20,0,NA,NA
2260,Ivana,Gašparíková,,No title,Female,1956,pracovník ostrahy objektu,Písek,Jihočeský kraj,SZ,SZ,Strana zelených,18,0,NA,NA
2261,Jiří,Guth Jarkovský,Mgr.,Master,Male,1966,ekolog,Borovany,Jihočeský kraj,SZ,SZ,Strana zelených,420,0,NA,NA
2262,Zuzana,Guthová Jarkovská,RNDr. CSc.,Doctor,Female,1959,manažerka rozvoje venkova,Borovany,Jihočeský kraj,SZ,SZ,Strana zelených,148,0,NA,NA
2263,Renata,Halíková,,No title,Female,1961,podnikatelka,Tábor,Jihočeský kraj,SZ,SZ,Strana zelených,23,0,NA,NA
2264,Josef,Hanus,,No title,Male,1946,podnikatel,Putim,Jihočeský kraj,SZ,BEZPP,Strana zelených,10,0,NA,NA
2265,Miroslava,Horecká,Mgr.,Master,Female,1972,speciální pedagožka,Tábor,Jihočeský kraj,SZ,SZ,Strana zelených,90,0,NA,NA
2266,Jaroslav,Horníček,,No title,Male,1968,mechanik,Písek,Jihočeský kraj,SZ,SZ,Strana zelených,16,0,NA,NA
2267,Karel,Hrůza,,No title,Male,1940,"učitel, důchodce",Prachatice,Jihočeský kraj,SZ,SZ,Strana zelených,27,0,NA,NA
2268,Miroslav,Hule,Ing.,Master,Male,1946,spisovatel a vodohospodář,Lužnice,Jihočeský kraj,SZ,SZ,Strana zelených,218,0,NA,NA
2269,David,Jareš,,No title,Male,1990,student,Tábor,Jihočeský kraj,SZ,SZ,Strana zelených,79,0,NA,NA
2270,Roman,Joura,,No title,Male,1969,překladatel,České Budějovice,Jihočeský kraj,SZ,SZ,Strana zelených,17,0,NA,NA
2271,Radek,Kalkuš,,No title,Male,1970,technolog,Zubčice,Jihočeský kraj,SZ,SZ,Strana zelených,39,0,NA,NA
2272,Martin,Klíma,,No title,Male,1972,"učitel, inform.a čl.měst.zast.",Sezimovo Ústí,Jihočeský kraj,SZ,SZ,Strana zelených,177,0,NA,NA
2273,Martin,Kolík,Ing.,Master,Male,1969,projektant,Domanín,Jihočeský kraj,SZ,SZ,Strana zelených,35,0,NA,NA
2274,Stanislava,Konvalinková,,No title,Female,1973,sochařka,Český Krumlov,Jihočeský kraj,SZ,BEZPP,Strana zelených,69,0,NA,NA
