row_id,first_name,last_name,titles,highest_titles,gender,approx_birth_year,occupation,residence,region,nominate_party,member_party,party,abs_votes,pct_votes,rank,mandate
2275,Pavel,Král,,No title,Male,1978,publicista a fotograf,Písek,Jihočeský kraj,SZ,SZ,Strana zelených,97,0,NA,NA
2276,Jaroslava,Krejčí,,No title,Female,1974,učitelka odborného výcviku,České Budějovice,Jihočeský kraj,SZ,SZ,Strana zelených,127,0,NA,NA
2277,Horst,Lampert,,No title,Male,1948,řidič z povolání,Všemyslice,Jihočeský kraj,SZ,SZ,Strana zelených,36,0,NA,NA
2278,Monika,Machová   Wittingerová,Ing.,Master,Female,1964,ekolog,České Budějovice,Jihočeský kraj,SZ,BEZPP,Strana zelených,116,0,NA,NA
2279,Svatomír,Mlčoch,JUDr.,Doctor,Male,1955,právník a čl. českobud.m.zast.,České Budějovice,Jihočeský kraj,SZ,SOS,Strana zelených,418,0,NA,NA
2280,Daniela,Mrázová,Mgr.,Master,Female,1976,překladatelka,Soběslav,Jihočeský kraj,SZ,BEZPP,Strana zelených,33,0,NA,NA
2281,Jaroslav,Neužil,Ing.,Master,Male,1947,soukromý podnikatel,Prachatice,Jihočeský kraj,SZ,SZ,Strana zelených,41,0,NA,NA
2282,Libor,Nolč,,No title,Male,1962,obchodní zástupce,Tábor,Jihočeský kraj,SZ,SZ,Strana zelených,23,0,NA,NA
2283,Karel,Novák,Mgr.,Master,Male,1962,řed.Diakonie ČCE-stř. Rolnička,Tábor,Jihočeský kraj,SZ,SZ,Strana zelených,96,0,NA,NA
2284,Vojtěch,Ostrowski,,No title,Male,1985,mechanik seřizovač,České Budějovice,Jihočeský kraj,SZ,SZ,Strana zelených,28,0,NA,NA
2285,Romana,Panská,,No title,Female,1972,účetní,České Budějovice,Jihočeský kraj,SZ,SZ,Strana zelených,10,0,NA,NA
2286,Alois,Pavlíčko,Ing. Ph.D.,Doctor,Male,1961,zaměstn.státní ochrany přírody,Prachatice,Jihočeský kraj,SZ,BEZPP,Strana zelených,427,0,NA,NA
2287,Michaela,Petrová,Ing.,Master,Female,1979,uč. ZŠ a SŠ a čl. táb.m.zast.,Tábor,Jihočeský kraj,SZ,SZ,Strana zelených,545,0,NA,NA
2288,Dana,Polenová,,No title,Female,1970,úřednice,Třeboň,Jihočeský kraj,SZ,BEZPP,Strana zelených,33,0,NA,NA
2289,Jiřina,Pospíšilová,Mgr.,Master,Female,1950,invalidní důchodce,Písek,Jihočeský kraj,SZ,SZ,Strana zelených,13,0,NA,NA
2290,Jiří,Roh,,No title,Male,1960,manažer,Strakonice,Jihočeský kraj,SZ,SZ,Strana zelených,17,0,NA,NA
2291,Zuzana,Rybáková,MVDr.,Doctor,Female,1956,vedoucí odd. KHS Jč. kraje,Jindřichův Hradec,Jihočeský kraj,SZ,BEZPP,Strana zelených,129,0,NA,NA
2292,Marie,Rybářová,MUDr.,Doctor,Female,1952,lékařka,Tábor,Jihočeský kraj,SZ,BEZPP,Strana zelených,218,0,NA,NA
2293,Edvard,Sequens,Ing.,Master,Male,1966,ekologický poradce,Borovany,Jihočeský kraj,SZ,SZ,Strana zelených,122,0,NA,NA
2294,Věnceslava,Skřivánková,MVDr.,Doctor,Female,1938,důchodce,Písek,Jihočeský kraj,SZ,SZ,Strana zelených,44,0,NA,NA
2295,Jarolím,Sobota,,No title,Male,1949,podnikatel,Písek,Jihočeský kraj,SZ,SZ,Strana zelených,9,0,NA,NA
2296,Jan,Srnec,,No title,Male,1953,soukromý zemědělec,Český Krumlov,Jihočeský kraj,SZ,BEZPP,Strana zelených,30,0,NA,NA
2297,Dalibor,Stráský,Ing.,Master,Male,1961,energetický poradce,Borovany,Jihočeský kraj,SZ,SZ,Strana zelených,90,0,NA,NA
2298,Milan,Syrovátka,,No title,Male,1948,invalidní důchodce,České Budějovice,Jihočeský kraj,SZ,SZ,Strana zelených,6,0,NA,NA
2299,Ondřej,Šanda,,No title,Male,1978,kuchař,Kaplice,Jihočeský kraj,SZ,SZ,Strana zelených,27,0,NA,NA
2300,Lukáš,Šmahel,Mgr.,Master,Male,1978,středoškolský učitel,České Budějovice,Jihočeský kraj,SZ,SZ,Strana zelených,31,0,NA,NA
2301,Vladimír,Špatný,,No title,Male,1956,technik,Prachatice,Jihočeský kraj,SZ,SZ,Strana zelených,34,0,NA,NA
2302,Jaroslava,Štěpánová,,No title,Female,1957,podnikatelka,Písek,Jihočeský kraj,SZ,SZ,Strana zelených,19,0,NA,NA
2303,Miloš,Tuháček,JUDr.,Doctor,Male,1975,advokát a čl. táb. měst. zast.,Tábor,Jihočeský kraj,SZ,SZ,Strana zelených,366,0,NA,NA
2304,Tomáš,Veber,Mgr.,Master,Male,1979,učitel,Borovany,Jihočeský kraj,SZ,SZ,Strana zelených,44,0,NA,NA
2305,Jana,Vlčková,Mgr.,Master,Female,1964,učitelka,Bavorov,Jihočeský kraj,SZ,SZ,Strana zelených,18,0,NA,NA
2306,Yvona,Závorová,MUDr.,Doctor,Female,1947,lékařka,České Budějovice,Jihočeský kraj,SZ,BEZPP,Strana zelených,56,0,NA,NA
2307,Jiří,Anderle,,No title,Male,1969,provozní elektromechanik,Klenčí pod Čerchovem,Plzeňský kraj,SZ,SZ,Strana zelených,110,0,NA,NA
2308,Radana,Bendlová,,No title,Female,1952,manažerka realit,Plzeň,Plzeňský kraj,SZ,SZ,Strana zelených,88,0,NA,NA
2309,Jaroslava,Brabcová,,No title,Female,1958,úřednice pozemkového fondu,Kladruby,Plzeňský kraj,SZ,SZ,Strana zelených,12,0,NA,NA
2310,Josef,Cetina,Ing.,Master,Male,1936,technický pracovník v důchodu,Plzeň,Plzeňský kraj,SZ,SZ,Strana zelených,17,0,NA,NA
2311,Jan,Cina,,No title,Male,1989,student,Kasejovice,Plzeňský kraj,SZ,SZ,Strana zelených,38,0,NA,NA
2312,Roman,Černík,Mgr. MgA.,Master,Male,1964,vysokoškolský učitel,Ves Touškov,Plzeňský kraj,SZ,SZ,Strana zelených,583,0,NA,NA
2313,Hana,Černochová,MUDr.,Doctor,Female,1956,lékařka,Kasejovice,Plzeňský kraj,SZ,BEZPP,Strana zelených,59,0,NA,NA
2314,Ivana,Dolejší,,No title,Female,1960,účetní,Domažlice,Plzeňský kraj,SZ,SZ,Strana zelených,47,0,NA,NA
2315,Petr,Domanický,Ing. arch.,Master,Male,1973,památkář,Plzeň,Plzeňský kraj,SZ,BEZPP,Strana zelených,323,0,NA,NA
2316,Regina,Hrabětová,,No title,Female,1973,učitelka,Plzeň,Plzeňský kraj,SZ,BEZPP,Strana zelených,18,0,NA,NA
2317,Tomáš,Chouň,,No title,Male,1977,stavbyvedoucí,Nepomuk,Plzeňský kraj,SZ,SZ,Strana zelených,52,0,NA,NA
2318,Simona,Kaftanová,MUDr.,Doctor,Female,1977,asistentka na VŠ,Plzeň,Plzeňský kraj,SZ,BEZPP,Strana zelených,94,0,NA,NA
2319,Jiří,Kohout,Ing. Ph.D.,Doctor,Male,1979,projektový manažer dopravy,Plzeň,Plzeňský kraj,SZ,SZ,Strana zelených,98,0,NA,NA
2320,Naděžda,Kopelentová,,No title,Female,1962,poradce v životním prostředí,Sušice,Plzeňský kraj,SZ,SZ,Strana zelených,137,0,NA,NA
2321,Pavel,Kroupa,Bc.,Bachelor,Male,1977,student VŠ,Nepomuk,Plzeňský kraj,SZ,SZ,Strana zelených,69,0,NA,NA
2322,Renáta,Kučerová,,No title,Female,1971,asistentka reklamní agentury,Klatovy,Plzeňský kraj,SZ,BEZPP,Strana zelených,27,0,NA,NA
2323,Monika,Kudláčková,,No title,Female,1966,podnikatelka,Plzeň,Plzeňský kraj,SZ,SZ,Strana zelených,10,0,NA,NA
2324,Karel,Makoň,,No title,Male,1973,ved. záchran.stanice živočichů,Plzeň,Plzeňský kraj,SZ,BEZPP,Strana zelených,1356,0,NA,NA
2325,Petr,Neumann,Mgr.,Master,Male,1972,ředitel neziskové organizace,Volduchy,Plzeňský kraj,SZ,BEZPP,Strana zelených,190,0,NA,NA
2326,Jaroslav,Opial,,No title,Male,1953,technik ČD,Plzeň,Plzeňský kraj,SZ,SZ,Strana zelených,14,0,NA,NA
2327,Barbora,Ottová,,No title,Female,1978,obchodní asistentka,Letkov,Plzeňský kraj,SZ,SZ,Strana zelených,42,0,NA,NA
2328,Zdeněk,Paul,,No title,Male,1962,výpravčí ČD,Chrást,Plzeňský kraj,SZ,SZ,Strana zelených,69,0,NA,NA
2329,David,Pelikán,Mgr.,Master,Male,1980,vysokoškolský učitel,Plzeň,Plzeňský kraj,SZ,US-DEU,Strana zelených,76,0,NA,NA
2330,Tomáš,Pešička,,No title,Male,1975,obchodní manažer,Líšťany,Plzeňský kraj,SZ,SZ,Strana zelených,8,0,NA,NA
2331,Zbyněk,Pešťák,Ing.,Master,Male,1963,programátor,Plzeň,Plzeňský kraj,SZ,BEZPP,Strana zelených,26,0,NA,NA
2332,Libor,Picka,Ing.,Master,Male,1964,starosta - Bělá nad Radbuzou,Bělá nad Radbuzou,Plzeňský kraj,SZ,US-DEU,Strana zelených,355,0,NA,NA
2333,Tomáš,Popp,,No title,Male,1978,vedoucí publicity v NNO,Plzeň,Plzeňský kraj,SZ,SZ,Strana zelených,83,0,NA,NA
2334,Hana,Prančlová,Mgr.,Master,Female,1983,"učitelka, výtvarnice",Nezdice na Šumavě,Plzeňský kraj,SZ,BEZPP,Strana zelených,95,0,NA,NA
2335,Jan,Prokeš,Mgr.,Master,Male,1982,novinář,Plzeň,Plzeňský kraj,SZ,BEZPP,Strana zelených,56,0,NA,NA
2336,Marie,Průchová,,No title,Female,1952,technický pracovník ČD,Plzeň,Plzeňský kraj,SZ,SZ,Strana zelených,9,0,NA,NA
2337,Vladimír,Přibyl,Mgr.,Master,Male,1955,starosta - Kožlany,Kožlany,Plzeňský kraj,SZ,BEZPP,Strana zelených,61,0,NA,NA
2338,Jan,Sladký,,No title,Male,1954,soukromý podnikatel,Domažlice,Plzeňský kraj,SZ,SZ,Strana zelených,77,0,NA,NA
2339,Anna,Soukupová,,No title,Female,1964,manažerka obchodního odd.,Plzeň,Plzeňský kraj,SZ,SZ,Strana zelených,15,0,NA,NA
2340,Jiří,Stasiňk,,No title,Male,1980,lektor v bankovnictví,Trutnov,Plzeňský kraj,SZ,SZ,Strana zelených,17,0,NA,NA
2341,Bohuslav,Suchý,,No title,Male,1950,pracovník ostrahy,Chrást,Plzeňský kraj,SZ,SZ,Strana zelených,11,0,NA,NA
2342,Vladimír,Šmahel,Mgr.,Master,Male,1956,zástupce ředitele školy,Kladruby,Plzeňský kraj,SZ,SZ,Strana zelených,26,0,NA,NA
2343,Lucie,Šmahelová,,No title,Female,1985,studentka VŠ,Kladruby,Plzeňský kraj,SZ,BEZPP,Strana zelených,47,0,NA,NA
2344,Václav,Šroubek,,No title,Male,1947,důchodce,Nepomuk,Plzeňský kraj,SZ,SZ,Strana zelených,16,0,NA,NA
2345,Svatava,Štěrbová,Mgr.,Master,Female,1971,starostka - Kladruby,Kladruby,Plzeňský kraj,SZ,SZ,Strana zelených,391,0,NA,NA
2346,Dalibor,Tolaš,,No title,Male,1960,sólista opery DJKT,Plzeň,Plzeňský kraj,SZ,BEZPP,Strana zelených,103,0,NA,NA
2347,Milan,Trhlík,,No title,Male,1977,vlakvedoucí ČD,Nepomuk,Plzeňský kraj,SZ,SZ,Strana zelených,67,0,NA,NA
2348,Věra,Trhlíková,,No title,Female,1977,vedoucí úseku kultury,Nepomuk,Plzeňský kraj,SZ,SZ,Strana zelených,182,0,NA,NA
2349,Josef,Tumpach,,No title,Male,1976,zedník,Mrákov,Plzeňský kraj,SZ,SZ,Strana zelených,51,0,NA,NA
2350,Jiří,Uher,Ing.,Master,Male,1963,projektový manažer Škoda Power,Hromnice,Plzeňský kraj,SZ,SZ,Strana zelených,23,0,NA,NA
2351,Antonín,Vokoun,,No title,Male,1977,pokladní,Plzeň,Plzeňský kraj,SZ,SZ,Strana zelených,23,0,NA,NA
2352,Miroslav,Zábranský,Ing.,Master,Male,1971,klinický biochemik,Plzeň,Plzeňský kraj,SZ,US-DEU,Strana zelených,301,0,NA,NA
2353,Albína,Allová,,No title,Female,1955,kosmetička,Františkovy Lázně,Karlovarský kraj,SZ,SZ,Strana zelených,13,0,NA,NA
2354,Libor,Balák,Mgr.,Master,Male,1961,divadelník,Karlovy Vary,Karlovarský kraj,SZ,SZ,Strana zelených,60,0,NA,NA
2355,Štěpánka,Bergerová,Ing.,Master,Female,1966,galeristka,Karlovy Vary,Karlovarský kraj,SZ,SZ,Strana zelených,95,0,NA,NA
2356,Josef,Berkovský,,No title,Male,1961,živnostník,Františkovy Lázně,Karlovarský kraj,SZ,SZ,Strana zelených,16,0,NA,NA
2357,Dagmar,Bláhová,,No title,Female,1957,požární technička,Bečov nad Teplou,Karlovarský kraj,SZ,SZ,Strana zelených,22,0,NA,NA
2358,Jana,Blažková,,No title,Female,1969,porodní asistentka,Sokolov,Karlovarský kraj,SZ,SZ,Strana zelených,20,0,NA,NA
2359,Michaela,Čepeláková,,No title,Female,1971,zdravotní sestra,Ostrov,Karlovarský kraj,SZ,SZ,Strana zelených,38,0,NA,NA
2360,Iva,Černá,,No title,Female,1972,obchodní zástupkyně,Karlovy Vary,Karlovarský kraj,SZ,SZ,Strana zelených,12,0,NA,NA
2361,Jaroslav,Dienes,,No title,Male,1986,student,Ostrov,Karlovarský kraj,SZ,SZ,Strana zelených,23,0,NA,NA
2362,Radislav,Dražan,,No title,Male,1946,sociolog,Cheb,Karlovarský kraj,SZ,SZ,Strana zelených,25,0,NA,NA
2363,Lubomír,Džačovský,,No title,Male,1981,referent zaměměřičství,Cheb,Karlovarský kraj,SZ,SZ,Strana zelených,24,0,NA,NA
2364,Jana,Felixová,,No title,Female,1948,výtvarnice,Karlovy Vary,Karlovarský kraj,SZ,BEZPP,Strana zelených,12,0,NA,NA
2365,Hana,Fritscherová,Mgr.,Master,Female,1961,správkyně realit,Karlovy Vary,Karlovarský kraj,SZ,BEZPP,Strana zelených,12,0,NA,NA
2366,Michaela,Fuchsová,,No title,Female,1985,kosmetička,Ostrov,Karlovarský kraj,SZ,BEZPP,Strana zelených,16,0,NA,NA
2367,Milan,Gebouský,RNDr.,Doctor,Male,1957,ředitel firmy pro likv.odpadů,Loket,Karlovarský kraj,SZ,SZ,Strana zelených,146,0,NA,NA
2368,Petr,Hanzík,,No title,Male,1946,technik,Horní Slavkov,Karlovarský kraj,SZ,SZ,Strana zelených,27,0,NA,NA
2369,Radek,Hejna,,No title,Male,1963,energetik,Loket,Karlovarský kraj,SZ,SZ,Strana zelených,25,0,NA,NA
2370,Aleš,Hora,Ing.,Master,Male,1936,živnostník-vydavatel,Karlovy Vary,Karlovarský kraj,SZ,SZ,Strana zelených,3,0,NA,NA
2371,Jana,Horáková,,No title,Female,1958,účetní,Libá,Karlovarský kraj,SZ,SZ,Strana zelených,12,0,NA,NA
2372,Libor,Huml,,No title,Male,1982,technik,Karlovy Vary,Karlovarský kraj,SZ,SZ,Strana zelených,14,0,NA,NA
2373,Jiří,Korbel,,No title,Male,1969,organizační poradce,Sokolov,Karlovarský kraj,SZ,SZ,Strana zelených,31,0,NA,NA
2374,Luboš,Kožušník,,No title,Male,1957,důchodce,Jáchymov,Karlovarský kraj,SZ,SZ,Strana zelených,7,0,NA,NA
2375,Radomil,Kubát,,No title,Male,1970,podnikatel v obl.tříd.odpadů,Toužim,Karlovarský kraj,SZ,SZ,Strana zelených,29,0,NA,NA
2376,Tomáš,Kubát,,No title,Male,1965,ekonom,Cheb,Karlovarský kraj,SZ,SZ,Strana zelených,100,0,NA,NA
2377,Vlasta,Květenská,,No title,Female,1960,výtvarnice,Karlovy Vary,Karlovarský kraj,SZ,BEZPP,Strana zelených,15,0,NA,NA
2378,Jan,Kytka,Bc.,Bachelor,Male,1968,ekolog,Aš,Karlovarský kraj,SZ,SZ,Strana zelených,87,0,NA,NA
2379,Václava,Molcarová,MVDr.,Doctor,Female,1970,veterinární lékař,Chodov,Karlovarský kraj,SZ,SZ,Strana zelených,72,0,NA,NA
2380,Martin,Mrázek,,No title,Male,1983,obchodní zástupce,Chodov,Karlovarský kraj,SZ,SZ,Strana zelených,15,0,NA,NA
2381,Marie,Mudrová,Mgr.,Master,Female,1950,knihovnice,Cheb,Karlovarský kraj,SZ,SZ,Strana zelených,35,0,NA,NA
2382,Petr,Němec,Ing.,Master,Male,1955,projektant,Cheb,Karlovarský kraj,SZ,SZ,Strana zelených,79,0,NA,NA
2383,Lumír,Pála,,No title,Male,1948,vedoucí odboru MěÚ,Ostrov,Karlovarský kraj,SZ,SZ,Strana zelených,18,0,NA,NA
2384,Pavel,Pánek,,No title,Male,1963,administrativní zaměstnanec,Františkovy Lázně,Karlovarský kraj,SZ,SZ,Strana zelených,18,0,NA,NA
2385,Lenka,Pejmlová,,No title,Female,1976,asistentka ředitele,Toužim,Karlovarský kraj,SZ,SZ,Strana zelených,14,0,NA,NA
2386,Oldřich,Petrlík,Ing.,Master,Male,1938,chemik,Aš,Karlovarský kraj,SZ,SZ,Strana zelených,22,0,NA,NA
2387,Pavel,Pocklan,,No title,Male,1973,investiční zprostředkovatel,Chodov,Karlovarský kraj,SZ,SZ,Strana zelených,9,0,NA,NA
2388,Jaroslav,Prchal,,No title,Male,1970,sam.hospod.rolník,Toužim,Karlovarský kraj,SZ,SZ,Strana zelených,29,0,NA,NA
2389,Karel,Rambousek,Ing.,Master,Male,1954,technik,Sokolov,Karlovarský kraj,SZ,SZ,Strana zelených,62,0,NA,NA
2390,Karel,Rambousek,Mgr.,Master,Male,1979,učitel,Sokolov,Karlovarský kraj,SZ,SZ,Strana zelených,40,0,NA,NA
2391,Marie,Řádková,,No title,Female,1945,důchodkyně,Sokolov,Karlovarský kraj,SZ,SZ,Strana zelených,14,0,NA,NA
2392,Alena,Sedláková,,No title,Female,1978,vedoucí sekret.společnosti,Karlovy Vary,Karlovarský kraj,SZ,BEZPP,Strana zelených,13,0,NA,NA
2393,Sylvie,Svobodová,,No title,Female,1973,projektantka,Cheb,Karlovarský kraj,SZ,SZ,Strana zelených,15,0,NA,NA
2394,David,Šeterle,,No title,Male,1986,student,Cheb,Karlovarský kraj,SZ,SZ,Strana zelených,30,0,NA,NA
2395,Marie,Šoustalová,,No title,Female,1937,důchodce,Nejdek,Karlovarský kraj,SZ,SZ,Strana zelených,26,0,NA,NA
2396,Monika,Šubrtová,,No title,Female,1981,studentka,Karlovy Vary,Karlovarský kraj,SZ,BEZPP,Strana zelených,21,0,NA,NA
2397,Radan,Večerka,JUDr.,Doctor,Male,1960,tajemník kabinetu min.školství,Stružná,Karlovarský kraj,SZ,SZ,Strana zelených,122,0,NA,NA
2398,Jana,Veselíková,RNDr.,Doctor,Female,1978,na mateřské dovolené,Nejdek,Karlovarský kraj,SZ,SZ,Strana zelených,18,0,NA,NA
2399,Hana,Vopálenská,JUDr.,Doctor,Female,1979,advokátka,Cheb,Karlovarský kraj,SZ,BEZPP,Strana zelených,76,0,NA,NA
2400,Miloslav,Zítka,,No title,Male,1963,technik,Nejdek,Karlovarský kraj,SZ,SZ,Strana zelených,35,0,NA,NA
2401,Kateřina,Zítková,,No title,Female,1989,studentka,Nejdek,Karlovarský kraj,SZ,SZ,Strana zelených,44,0,NA,NA
2402,Pavel,Žlebek,RNDr.,Doctor,Male,1944,ekolog,Karlovy Vary,Karlovarský kraj,SZ,SZ,Strana zelených,135,0,NA,NA
2403,Michaela,Andělová,,No title,Female,1985,studentka VŠ,Arnoltice,Ústecký kraj,SZ,SZ,Strana zelených,93,0,NA,NA
2404,Zdeněk,Bárta,Mgr.,Master,Male,1949,evangelický duchovní,Litoměřice,Ústecký kraj,SZ,BEZPP,Strana zelených,441,0,NA,NA
2405,Štěpán,Bartoš,Ing.,Master,Male,1976,učitel,Most,Ústecký kraj,SZ,SZ,Strana zelených,50,0,NA,NA
2406,Petr,Benda,,No title,Male,1948,vydavatel,Bořislav,Ústecký kraj,SZ,SZ,Strana zelených,22,0,NA,NA
2407,Gabriela,Betková,,No title,Female,1974,dobrovolnice,Ústí nad Labem,Ústecký kraj,SZ,SZ,Strana zelených,23,0,NA,NA
2408,Eva,Blažková,Mgr.,Master,Female,1981,úřednice ve státní správě,Chomutov,Ústecký kraj,SZ,SZ,Strana zelených,48,0,NA,NA
2409,Vladimír,Buřt,Ing.,Master,Male,1964,"stavitel, místostarosta města",Horní Jiřetín,Ústecký kraj,SZ,SZ,Strana zelených,806,0,NA,NA
2410,Patrik Christian,Cmorej,DiS.,No title,Male,1983,zdravotník,Litvínov,Ústecký kraj,SZ,SZ,Strana zelených,130,0,NA,NA
2411,Václav,Červín,Mgr.,Master,Male,1970,"ředitel ZŠ, učitel",Litoměřice,Ústecký kraj,SZ,SZ,Strana zelených,150,0,NA,NA
2412,Marcela,Davídková,,No title,Female,1952,ředitelka OD,Teplice,Ústecký kraj,SZ,SZ,Strana zelených,27,0,NA,NA
2413,Magdalena,Dzivjaková,MUDr.,Doctor,Female,1971,lékařka,Litoměřice,Ústecký kraj,SZ,BEZPP,Strana zelených,62,0,NA,NA
2414,Eva,Faiferová,MUDr.,Doctor,Female,1957,lékařka - neuroložka,Děčín,Ústecký kraj,SZ,BEZPP,Strana zelených,117,0,NA,NA
2415,Zdeněk,Fišer,Ing.,Master,Male,1967,ředitel ZŠ a MŠ Libouchec,Ústí nad Labem,Ústecký kraj,SZ,SZ,Strana zelených,52,0,NA,NA
2416,Milan,Franek,Ing.,Master,Male,1963,učitel,Litoměřice,Ústecký kraj,SZ,SZ,Strana zelených,56,0,NA,NA
2417,Dušan,Goll,PaedDr.,Doctor,Male,1935,důchodce,Most,Ústecký kraj,SZ,SZ,Strana zelených,38,0,NA,NA
2418,Petr,Gruss,,No title,Male,1968,topič,Klášterec nad Ohří,Ústecký kraj,SZ,SZ,Strana zelených,32,0,NA,NA
2419,Anna,Gürtlerová,,No title,Female,1952,hospodářka kulturního zařízení,Dubí,Ústecký kraj,SZ,SZ,Strana zelených,10,0,NA,NA
2420,Blažena,Hamouzová,Mgr.,Master,Female,1960,učitelka,Most,Ústecký kraj,SZ,SZ,Strana zelených,102,0,NA,NA
2421,Pavel,Herout,,No title,Male,1973,pracovník v sociál. službách,Varnsdorf,Ústecký kraj,SZ,SZ,Strana zelených,47,0,NA,NA
2422,Radka,Hotovcová,Ing.,Master,Female,1982,vedoucí pobočky nezisk. org.,Ústí nad Labem,Ústecký kraj,SZ,SZ,Strana zelených,68,0,NA,NA
2423,Jan,Hrkal,Ing.,Master,Male,1953,informatik,Litoměřice,Ústecký kraj,SZ,SZ,Strana zelených,247,0,NA,NA
2424,Kateřina,Hrubá,,No title,Female,1982,majitelka čajovny,Most,Ústecký kraj,SZ,SZ,Strana zelených,115,0,NA,NA
2425,Jan,Husák,,No title,Male,1973,vedoucí v neziskové organizaci,Teplice,Ústecký kraj,SZ,SZ,Strana zelených,38,0,NA,NA
2426,Šárka,Jírová,,No title,Female,1982,mateřská dovolená,Chabařovice,Ústecký kraj,SZ,BEZPP,Strana zelených,18,0,NA,NA
2427,Hana,Kaufmanová,,No title,Female,1972,"fakturantka, řed. nezisk. org.",Kadaň,Ústecký kraj,SZ,SZ,Strana zelených,44,0,NA,NA
2428,Tomáš,Kirschner,,No title,Male,1968,podnikatel,Ústí nad Labem,Ústecký kraj,SZ,SZ,Strana zelených,21,0,NA,NA
2429,Jan,Kittl,,No title,Male,1986,student,Varnsdorf,Ústecký kraj,SZ,SZ,Strana zelených,92,0,NA,NA
2430,Petr,Klepiš,MUDr.,Doctor,Male,1969,lékař - neurolog,Most,Ústecký kraj,SZ,SZ,Strana zelených,952,0,NA,NA
2431,Petr,Končel,MUDr.,Doctor,Male,1958,lékař - internista,Most,Ústecký kraj,SZ,SZ,Strana zelených,122,0,NA,NA
2432,Ivana,Košanová,Ing.,Master,Female,1974,mateřská dovolená,Chomutov,Ústecký kraj,SZ,SZ,Strana zelených,38,0,NA,NA
2433,Petra,Kotyzová,Mgr.,Master,Female,1965,středoškolská učitelka,Chomutov,Ústecký kraj,SZ,SZ,Strana zelených,142,0,NA,NA
2434,Petr,Koubek,Mgr.,Master,Male,1976,"učitel, mluvčí min. vlády ČR",Krásná Lípa,Ústecký kraj,SZ,SZ,Strana zelených,271,0,NA,NA
2435,Bohumil,Krajča,Ing.,Master,Male,1963,středoškolský učitel,Terezín,Ústecký kraj,SZ,SZ,Strana zelených,54,0,NA,NA
2436,Sabina,Králová,MUDr.,Doctor,Female,1967,praktická lékařka,Žatec,Ústecký kraj,SZ,BEZPP,Strana zelených,112,0,NA,NA
2437,Hana,Krejčová,Mgr.,Master,Female,1964,kastelánka zámku Jezeří,Horní Jiřetín,Ústecký kraj,SZ,SZ,Strana zelených,608,0,NA,NA
2438,Roman,Kroufek,Mgr.,Master,Male,1980,odborný asistent na VŠ,Ústí nad Labem,Ústecký kraj,SZ,SZ,Strana zelených,74,0,NA,NA
2439,Ivo,Ležák,,No title,Male,1967,hasič,Blšany,Ústecký kraj,SZ,BEZPP,Strana zelených,36,0,NA,NA
2440,Heinz,Lux,,No title,Male,1963,technolog,Chomutov,Ústecký kraj,SZ,SZ,Strana zelených,27,0,NA,NA
2441,Milan,Milfait,Mgr.,Master,Male,1965,dendrolog,Žatec,Ústecký kraj,SZ,SZ,Strana zelených,101,0,NA,NA
2442,Zdeněk,Moravec,RNDr. Ph.D.,Doctor,Male,1968,odborný asistent na VŠ,Ústí nad Labem,Ústecký kraj,SZ,SZ,Strana zelených,100,0,NA,NA
2443,Irena,Moudrá Wünschová,MUDr.,Doctor,Female,1958,lékařka - internistka,Ústí nad Labem,Ústecký kraj,SZ,SZ,Strana zelených,294,0,NA,NA
2444,Karel,Nepraš,Mgr.,Master,Male,1980,"botanik, obvodní zastupitel",Ústí nad Labem,Ústecký kraj,SZ,SZ,Strana zelených,286,0,NA,NA
2445,Jakub,Nerad,,No title,Male,1986,student ČVUT,Markvartice,Ústecký kraj,SZ,BEZPP,Strana zelených,37,0,NA,NA
2446,Dušan,Oslej,MUDr.,Doctor,Male,1940,lékař,Ústí nad Labem,Ústecký kraj,SZ,SZ,Strana zelených,44,0,NA,NA
2447,Marian,Páleník,Ing.,Master,Male,1964,ředitel neziskové organizace,Ústí nad Labem,Ústecký kraj,SZ,SZ,Strana zelených,367,0,NA,NA
2448,Zuzana,Pislcejková,MUDr.,Doctor,Female,1964,lékařka,Údlice,Ústecký kraj,SZ,SZ,Strana zelených,89,0,NA,NA
2449,Vlastimil,Platil,Ing.,Master,Male,1950,poskytovatel zahrad. služeb,Klášterec nad Ohří,Ústecký kraj,SZ,SZ,Strana zelených,28,0,NA,NA
2450,Jiří,Pokorný,,No title,Male,1981,podnikatel,Ústí nad Labem,Ústecký kraj,SZ,SZ,Strana zelených,14,0,NA,NA
